Use Case Type;Packet Loss Budget;Latency Budget (ns);Jitter Budget (ns);Data Rate Budget (Gbps);Required Mobility;Required Connectivity;Slice Available Transfer Rate (Gbps);Slice Latency (ns);Slice Packet Loss;Slice Jitter (ns);Slice Type;Slice Handover
Smart City;0.0;0;0;0;no;yes;6424.68483556216;2250621.6097024423;0.0008124394759453854;1357548.2003060635;umMTC;no
VR/AR;1,00E-05;0;0;1000;no;no;5447.357586601014;2727997.000206062;0.00023255290594933282;1872161.6234179605;feMBB;yes
Servo motors;1,00E-07;100;1000;0;no;no;3842.8598354195456;515725.8853652717;0.00048026845952828755;1750921.976162332;ERLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;4170.857423924783;2194114.824548741;0.000364137299389989;1856172.0812046072;feMBB;yes
Motion control;1,00E-06;1000;1000000;0;no;no;5009.6991826178955;2542831.433230044;0.0003114567438118217;1345689.2604136697;ERLLC;yes
Smart Home;0.0;0;0;0;no;yes;5106.8400114128;2697899.5170846996;0.00036846211422379016;769764.3908997371;umMTC;no
V2X;1,00E-09;1000000;0;0;yes;no;5320.558691393353;2537535.4429929145;0.000585508420751626;2379409.3760197856;MBRLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;2052.144661464995;1195447.2881005472;0.0006534982681500924;2994560.078149927;mURLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;5201.1674066819905;2951363.1288287444;0.0006181226709107773;1691473.8386607869;MBRLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;2968.7852902199234;2497055.843887986;0.00025460606424504385;2191452.010946287;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;7365.27049305256;2012575.9420506086;0.0005918420841234438;1889595.3917653009;MBRLLC;yes
Smart Home;0.0;0;0;0;no;yes;6738.536723007144;2023988.1543784777;0.00048010191277510813;1884660.9901473462;umMTC;no
Smart Home;0.0;0;0;0;no;yes;6928.191237023975;3175823.2881134;0.00040306169475821284;1592410.1200507625;umMTC;no
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;902.75383420861;2474879.315017082;0.00046359132143323275;2463758.2869733647;mURLLC;yes
Smart Home;0.0;0;0;0;no;yes;4501.913477882208;2103761.8383222097;0.0007776054671196391;2166980.3998152246;umMTC;no
Delivery drones;1,00E-06;1000000;0;0;yes;no;4870.5005648224715;1433467.3272155137;0.0004540805553874463;1560342.1146994105;MBRLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;5958.7316322141205;1848864.5591540812;0.0006273571010625937;2518620.435601458;MBRLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;6501.80745619108;1431662.0652628953;0.0006720756517088003;2953127.72331425;feMBB;yes
Smart City;0.0;0;0;0;no;yes;7141.328629730592;832666.869909859;0.0006467282202244813;2784399.8747215155;umMTC;no
3D/UHD Video;1,00E-05;0;0;1000;no;no;1140.0441428842787;2149198.630537786;0.0004237860982148705;1899770.6602695305;feMBB;yes
Smart City;0.0;0;0;0;no;yes;3665.1327475035523;830840.8845314209;0.00043283643989722864;1436733.5777233297;umMTC;no
Smart City;0.0;0;0;0;no;yes;5096.821763840008;1580666.5366321285;0.0005457123217265691;1422000.8723417905;umMTC;no
V2X;1,00E-09;1000000;0;0;yes;no;6382.860164247499;1793787.014955699;0.0004076446650993896;1681826.3991319602;MBRLLC;yes
Smart Home;0.0;0;0;0;no;yes;6336.719225590674;1026880.5566670785;0.0003580775829354722;1726158.3151826637;umMTC;no
VR/AR;1,00E-05;0;0;1000;no;no;5791.925003758417;2679149.7111630384;0.0005165350576241399;2580045.72839154;feMBB;yes
V2X;1,00E-09;1000000;0;0;yes;no;3938.83810714252;1923860.0548814011;0.00036574282307370236;753646.9264160183;MBRLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;4150.917150194064;468612.8812622619;0.0004280518434378355;1958573.6381954227;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;3951.52356870816;2559899.9908230724;0.00045429791648794965;1656109.1607831656;feMBB;yes
Servo motors;1,00E-07;100;1000;0;no;no;3365.574291813883;3179552.0645277854;0.00040749175751905443;1518603.6148542445;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;3342.2356080867135;2120012.9194895895;0.00045733477002684626;2345555.260397635;MBRLLC;yes
Smart Home;0.0;0;0;0;no;yes;3182.8597077051154;2412959.8114536577;0.0004281771557114193;1557783.333480341;umMTC;no
V2X;1,00E-09;1000000;0;0;yes;no;5560.360903376251;2215767.5538120796;0.0008405372932723401;1907340.7224263502;MBRLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;5207.696751732569;2380522.5080601294;0.0007947717938299547;2576505.4634267953;feMBB;yes
Servo motors;1,00E-07;100;1000;0;no;no;3456.009908961755;1640353.7746016837;0.00042907785464835484;1808440.8214107484;ERLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;2148.3141550405057;1502475.3256360996;0.0004237960540643004;2833536.467703972;feMBB;yes
Motion control;1,00E-06;1000;1000000;0;no;no;4385.00612330595;1297711.4575999375;0.0004626384011185269;1467014.1008104857;ERLLC;yes
Smart Home;0.0;0;0;0;no;yes;7467.012529058217;2080160.5955865008;0.0005398189581761304;94333.0722656243;umMTC;no
Motion control;1,00E-06;1000;1000000;0;no;no;5010.571094387346;2430186.134233478;0.0004829805331556512;2330269.8205836313;ERLLC;yes
Smart City;0.0;0;0;0;no;yes;6333.827926915901;2421608.8381064776;0.0005026396128040366;2207835.3613249836;umMTC;no
V2X;1,00E-09;1000000;0;0;yes;no;5300.546574401418;1720385.719492489;0.000631769447353778;2680260.924853731;MBRLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;4903.618531074834;1870619.2704060972;0.0003553831609278183;2286186.252470467;mURLLC;yes
Smart Home;0.0;0;0;0;no;yes;2545.6590282144143;1867921.7089468339;0.00040096116964277387;2998329.93191736;umMTC;no
Delivery drones;1,00E-06;1000000;0;0;yes;no;4322.7594469055175;1664091.3231130685;0.00025984228120667517;2208022.279337848;MBRLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;4109.275630417717;715046.651389332;0.00043317479344392876;2680644.605010484;ERLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;7468.9508139797545;1870185.2252544812;0.0005061382691180808;2560467.8732925276;feMBB;yes
Smart Home;0.0;0;0;0;no;yes;5305.8372220629035;1800818.8814591805;0.0005074613425103129;1609794.2003564609;umMTC;no
Delivery drones;1,00E-06;1000000;0;0;yes;no;7129.513390411011;1968349.180317781;0.0007088376127883947;1700655.5054093662;MBRLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;6879.389471404799;1644897.073259716;0.0003542969154896764;1839190.2816238224;ERLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;3590.7842517765366;2193688.514804527;0.00022799755913056278;3438034.1127471686;ERLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;5002.4324130221985;3805601.9405112835;0.0005150440913743739;1623819.631315108;feMBB;yes
V2X;1,00E-09;1000000;0;0;yes;no;7808.350182204994;2522048.470708423;0.0004693449874083978;2281644.8334172433;MBRLLC;yes
Smart Home;0.0;0;0;0;no;yes;5939.038181584909;1683383.6826714203;0.0006424266724429254;2070244.8422623146;umMTC;no
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;5838.28115210898;1851822.3977613435;0.0005135908125691129;2154128.6990295635;mURLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;6522.982872502004;1924177.3161307895;0.0007133304186899988;2039154.2251292507;ERLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;5801.055133182337;2077205.1253666494;0.0004767356857535424;1755967.8899568461;ERLLC;yes
Smart Home;0.0;0;0;0;no;yes;5911.000822831233;1996630.880430333;0.0004140007371062059;1250686.7226096662;umMTC;no
Smart City;0.0;0;0;0;no;yes;5503.96710021295;1698507.9648525026;0.0006182197809731403;1376868.9594020538;umMTC;no
Motion control;1,00E-06;1000;1000000;0;no;no;4434.294788120019;1664077.6282329953;0.0005803714358200355;2497425.7161944224;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;3237.1914747870105;2430196.2223244696;0.00038104592659024604;2313623.7365146456;MBRLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;1905.8906964237094;1825015.4587611859;0.0005907383140518273;2139904.46933946;feMBB;yes
V2X;1,00E-09;1000000;0;0;yes;no;4451.596401700722;2381352.5660872585;0.0005735191110499991;3203112.118660842;MBRLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;5728.10119689272;1854699.3540225853;0.0004913735969211956;3632892.5672720284;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;5398.0787252995215;797339.0632543932;0.0006865872647715265;1372643.0196188204;MBRLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;6060.246377548737;1295399.4260094808;0.0007430882101778225;2941217.982634251;ERLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;4790.448227503439;933036.3661192406;0.0004033502125564296;1200140.0118491584;ERLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;9536.713155748523;2137903.844188823;0.0005814016245034755;1708664.823503643;MBRLLC;yes
Smart City;0.0;0;0;0;no;yes;8378.924141413096;867206.7176635282;0.0005121391595338899;2109779.717416047;umMTC;no
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;2471.427586989365;1667186.3818045266;0.0004252064572157672;2560873.776797668;mURLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;6094.571916475386;1754040.9329352074;0.00047968460402685005;1159196.7367419812;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;6614.964246556536;1835549.1125244827;0.00020564675586187865;2052827.8639681658;feMBB;yes
Smart City;0.0;0;0;0;no;yes;1463.3234187232124;2586984.324708959;0.0006793968385983819;2078143.4063152445;umMTC;no
Motion control;1,00E-06;1000;1000000;0;no;no;5278.61250414338;2702776.2169675548;0.000631350990160705;1025210.8119270578;ERLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;5861.939105145004;1504657.243993246;0.00017970762607302917;2292014.0162763987;MBRLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;4991.131447614528;1987208.8450109812;0.0004690280208934627;1918227.0037133882;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;5643.725295973924;1719035.0210626023;0.0005560560631845526;2381011.686602595;MBRLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;5132.259268650268;2281284.8640251053;0.0006424831998871328;1686158.3393696183;MBRLLC;yes
Smart City;0.0;0;0;0;no;yes;6171.348669224546;1944567.8819652041;0.00045615096071135666;1751522.434334202;umMTC;no
3D/UHD Video;1,00E-05;0;0;1000;no;no;7580.812490626142;2301992.00810382;0.00045884407217538695;3518876.1867415057;feMBB;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;6284.674409794534;1244435.7409350756;0.000561284628373796;1478474.1693276393;MBRLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;6959.158164746069;2152085.74502792;0.00038653537927843236;1878710.626184113;feMBB;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;3238.311028806802;1064652.7442022176;0.0007772558424230631;1658804.0482130114;feMBB;yes
Motion control;1,00E-06;1000;1000000;0;no;no;8379.201071362466;1479427.6840399047;0.0005172210821699407;2089827.1846953402;ERLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;5525.325376734095;2067501.268323329;0.0005323296143554402;2198908.3733383566;MBRLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;4349.621663520922;699219.113660376;0.0007246250216309352;2810467.9104795004;MBRLLC;yes
Smart Home;0.0;0;0;0;no;yes;5692.731662735757;541667.0804488861;0.0004960039373090372;1632689.3361293077;umMTC;no
Servo motors;1,00E-07;100;1000;0;no;no;4092.9041826864;1228663.499206854;0.000726288737398708;1831246.3950411347;ERLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;5230.598097710337;1373965.363227773;0.00023258818266801742;2163407.406119155;ERLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;5502.322329495704;1443423.631046001;0.0006923269595770249;803049.447233784;MBRLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;3856.891036659593;1650520.2265244217;0.0006722276792170758;2777883.2187368763;feMBB;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;5260.1136737971265;2204414.588053503;0.00015778792206976266;1.0;MBRLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;3832.368225965756;3306454.090081204;0.0004460950404637933;2479616.8013802785;ERLLC;yes
Smart City;0.0;0;0;0;no;yes;3821.6373029551987;1581256.7672193206;0.0005676903774027258;4000000.0;umMTC;no
VR/AR;1,00E-05;0;0;1000;no;no;3315.7570544431505;2254250.2065643505;0.0006351110390066864;2403663.2014395725;feMBB;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;4377.719349704091;2830191.0280241137;0.0007184485356876464;2466981.6644382994;MBRLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;4082.7706679442476;2711019.048096511;0.0002505778698900985;2070896.2516642285;mURLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;5790.217530580629;1476428.1343248347;0.0005133196838946987;1442366.9545291718;ERLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;6827.492136000131;2582071.899981914;0.0003433513360425554;2525969.137948986;ERLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;6103.867902466653;2860435.9604716757;0.00038180933773896656;1062068.2840470788;feMBB;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;6621.16795739327;3020617.0088792555;0.0006335146350245024;1212130.5565340198;MBRLLC;yes
Smart City;0.0;0;0;0;no;yes;6480.632190170626;3045682.8183119865;0.00036731070427237006;1696595.4197854027;umMTC;no
V2X;1,00E-09;1000000;0;0;yes;no;3456.1613519585244;1266519.564019828;0.0005004770770613834;2348227.46310725;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;4443.7791392455765;2159800.32320159;0.0004260414857164587;1175236.6285023042;feMBB;yes
VR/AR;1,00E-05;0;0;1000;no;no;7965.884263947686;1539765.8983554053;0.0006671567228899874;2449445.9189134105;feMBB;yes
Servo motors;1,00E-07;100;1000;0;no;no;4092.8595330061194;1129092.092693641;0.00019428853275732337;2292833.9303625897;ERLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;8089.993713628572;2319066.3297065753;0.0007069061456466377;2053273.4983772608;feMBB;yes
Smart City;0.0;0;0;0;no;yes;4305.223986592401;2134047.1616492155;0.0007481103196263459;888159.8246782522;umMTC;no
Delivery drones;1,00E-06;1000000;0;0;yes;no;1588.250544036845;2113926.4572505923;0.0005991640473598637;2614200.036368384;MBRLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;4588.407048501161;1683430.4916604715;0.0005378290854837623;1836397.893447772;mURLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;6411.307704461862;3632712.0355688008;0.00015986616222773238;1953030.3252835134;MBRLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;7772.6422976606;3005925.078529363;0.000607120423271476;1673353.450567546;ERLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;2537.5652434074245;1720949.0827503493;0.0006681493205036397;958795.9693001822;feMBB;yes
Servo motors;1,00E-07;100;1000;0;no;no;6380.8069198510875;1984297.4965441106;0.0005169047004608509;1342041.7800910026;ERLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;6488.930850507443;2330185.9133875417;0.00039110418113897787;2633688.391806733;ERLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;7169.287083447768;2684885.8989866343;0.0007438548752121094;3063378.740584313;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;548.9480595747245;2321473.344157279;0.00035555792948655066;2368599.946867591;MBRLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;7761.606562864272;2076479.0537936597;0.0006883200965967034;2502785.674177972;ERLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;5735.26318684672;1055029.0399379297;0.0005879923894218567;3105512.876953787;mURLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;5764.8354436742065;3308641.025879771;0.00047108885198124845;3088287.9444895983;feMBB;yes
Smart City;0.0;0;0;0;no;yes;6731.991230737903;1579265.477464939;0.0009065076700475424;2394516.5239512213;umMTC;no
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;1659.4263290454055;2707494.4066509525;0.0005804326241122212;1600843.1632264596;mURLLC;yes
Smart City;0.0;0;0;0;no;yes;6691.995463343723;2020936.4259419027;0.0005972242564353768;681198.4840193491;umMTC;no
VR/AR;1,00E-05;0;0;1000;no;no;8958.299708536902;2833444.526941402;0.0005851636716023756;2042048.3873672883;feMBB;yes
Motion control;1,00E-06;1000;1000000;0;no;no;2719.6444655032124;1132677.10652638;0.0005504345230463732;2116258.6027835743;ERLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;4893.187762045147;1576494.419952434;0.00048389549480894325;3744665.863221127;feMBB;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;5062.927884704321;1906486.0178630447;0.0006261994562486433;2443166.173720357;feMBB;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;5594.5287812593115;1388841.8178286308;0.0005164794757902202;2137716.8809457715;mURLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;5710.494880036434;1642188.7616545833;0.00019632378604512394;1407790.7726765017;feMBB;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;3881.4587812925624;2860764.0125771128;0.0003625330560603591;2058559.2923727147;feMBB;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;5067.077478133637;2368340.050531418;0.0006919100006188247;2834402.2893617963;feMBB;yes
Servo motors;1,00E-07;100;1000;0;no;no;7906.928504171079;2965118.198983983;0.0006473511287874849;1862597.3967097315;ERLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;5677.353495638628;2043596.3250261494;0.00032698573200019756;1142785.2829417647;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;5614.186970971424;1894114.3988805262;0.00040947574909173983;1428415.3019142724;feMBB;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;3809.706298698094;1128172.3253494292;0.00039760222222598473;1095401.2971454747;mURLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;7232.178232087803;2698465.426410394;0.0007426892152588656;1541521.1413071735;MBRLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;4638.99979261957;1892533.4241326181;0.00024318008291359446;1240901.8854463971;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;1583.9471028241223;2129748.5933930343;0.0003977363851833141;2366333.5102805058;feMBB;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;5700.765216282737;1627115.4918131558;0.0005132315712651324;2457299.276308443;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;6178.6043870840485;3897232.1654846836;0.00025934537726977615;3006400.751944133;feMBB;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;4502.542292669737;2082022.2562891552;0.0005136951681891689;1966296.5186078963;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;1280.6173373668785;1523364.6149032975;0.00032598546127582937;1954547.1034110598;feMBB;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;3140.3469521089073;1227145.3018688788;0.00036035567179977307;2230312.569355215;mURLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;4808.648062848174;2352205.1676001707;0.0004134130895799393;1624976.9276391836;MBRLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;4349.857803808991;1497769.8582080516;0.0004698245787945331;1248564.6004069801;ERLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;5736.545349474711;1699218.2351301673;0.00040596442007409;1398619.313424614;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;5986.5288845125115;981429.4183112762;0.000515906518407128;2405475.1360528884;feMBB;yes
V2X;1,00E-09;1000000;0;0;yes;no;4274.202257129273;2044713.488830825;0.0007076000993954779;2611413.8615903934;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;2669.0962937509053;2037523.1703001903;0.0006444403057141524;3593328.8822334744;feMBB;yes
Smart Home;0.0;0;0;0;no;yes;7422.27458497748;3238612.5655241953;0.0007522579736852368;1315375.9543198682;umMTC;no
3D/UHD Video;1,00E-05;0;0;1000;no;no;5934.704471590263;1642742.3270890992;0.00048750091474553207;1285654.6373136877;feMBB;yes
Smart Home;0.0;0;0;0;no;yes;6119.387308469335;535242.7644162595;0.0004881427907529267;730731.1001164275;umMTC;no
VR/AR;1,00E-05;0;0;1000;no;no;5640.678201472091;1851797.4618697823;0.0005346485763073372;2103420.5697202124;feMBB;yes
VR/AR;1,00E-05;0;0;1000;no;no;6829.34835696766;2868620.3299103286;0.0002444701275444645;2360128.295389226;feMBB;yes
V2X;1,00E-09;1000000;0;0;yes;no;4365.403668880294;2406981.0658746185;0.0006723751722685076;1578762.1312875424;MBRLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;6380.906486802307;2724184.932474678;0.0004375308015504424;983083.3859880534;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;6114.557171137018;2301359.205362955;0.0004926192706540427;3333218.726719424;feMBB;yes
Smart City;0.0;0;0;0;no;yes;6059.42504347398;1707476.0556475376;0.0005712043624903646;2241816.1855843714;umMTC;no
3D/UHD Video;1,00E-05;0;0;1000;no;no;3009.6552893474877;1250482.3126592143;0.00037125306014574417;1183183.4219473463;feMBB;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;5232.349153736502;1344871.7430051514;0.0003765468288971271;1759495.212426539;feMBB;yes
